,0
0,-27.848462633491362
1,-24.541179549582207
2,-24.499258024342492
3,41.0302644537754
4,31.751267741393605
5,-23.532619801427206
6,-15.14645564216764
7,1056.677678714009
8,-19.474466131473992
9,-18.765948090283047
10,-24.898996283184925
11,-11.850363534437182
12,-18.7194778997559
13,163.35730367642907
14,-30.676429485229356
15,-21.75839920162035
16,37.54955900087269
17,-18.073044632117526
18,4714.914264382345
19,-13.881507791925024
20,-14.051003078252606
21,-22.554221501728975
22,1644.2452749474865
23,-17.698244343450785
24,68.67227243423682
25,-18.659687381100508
26,-10.011620267127464
27,-7.772428682722363
28,-21.58573769745269
29,-8.529694081927518
30,-25.40717992499702
31,142.13761848182043
32,-4.57667646176379
33,-25.872573949785906
34,-26.24808488661121
35,-12.90132973231424
36,-21.536940851213107
37,11.50708534415366
38,-11.597484990819243
39,-19.1174873968476
40,3.8567036610379635
41,27.314539484599315
42,-14.698976170738232
43,-13.697475614878272
44,-10.323172448424973
45,-25.388023149972586
46,-20.593708637885463
47,-6.162405388459637
48,-17.509972370899405
49,-17.693430959907598
50,-24.040391239251313
51,55.08118334108312
52,-5.388096055661389
53,-1.5428129702153974
54,-17.498964324136185
55,-19.729012290561737
56,-7.739595042514124
57,-21.3085259900525
58,1409.6067129878577
59,-19.888822784839498
60,3293.7998100901277
61,-8.677325089206521
62,-20.05981050721733
63,6.582210816671061
64,-9.459064384707668
65,-6.223740160995031
66,-16.798324124949957
67,-25.84358337097653
68,-2.7243176676034944
69,-23.3591415247002
70,14.037203680760383
71,-15.494218976306302
72,-15.410238510025803
73,-21.082734340371683
74,-18.386722513974682
75,-15.643641220105772
76,-30.097653909759394
77,-15.217409121137985
78,-21.05509971900671
79,3.878142133818307
80,-28.77650389898976
81,-9.448450799979454
82,-17.295785301902157
83,9.102549978349638
84,12.313249420301549
85,-6.9735354398401785
86,-10.227454197661292
87,-5.875137328691493
88,391.93216894752607
89,822.5479858282283
90,-17.238474372341404
91,430.2747519037481
92,2.8913513645373174
93,-24.02513716149732
94,-14.02747161931993
95,275.8550446706789
96,-5.349898331839023
97,19.465890790376577
98,-25.361171331164417
99,470.256094156999
100,-27.310898139067184
101,-23.909068773708178
102,-12.46351683618809
103,-12.42429120914268
104,1387.2992163127374
105,-20.00030228402613
106,613.7774291153881
107,-17.03059391005189
108,1.7689444102970673
109,-6.940596512502062
110,-14.809510220616408
111,-28.7321751474214
112,-20.640099443952586
113,26.42012054237907
114,3.5690117671765775
115,5616.516015312251
116,-16.495719041079635
117,-19.51302829595419
118,-14.79412741802232
119,-13.54032053757518
120,-22.320621049748365
121,-11.221676854473868
122,38.909210286236146
123,3751.5619791421373
124,-16.01947094112738
125,19.653127250784866
126,-24.683317587395194
127,5455.478186585832
128,5.32758489540865
129,-27.806375087571247
130,-22.409261216667588
131,-18.38038461775845
132,483.6828232751154
133,-24.694208170954035
134,837.3905610164634
135,-21.424755924624048
136,-21.523798082349515
137,-7.1503472489415945
138,-11.15980580272432
139,-8.96653516830352
140,-16.445207019060298
141,-25.56370628516995
142,-19.295678302280887
143,317.90528399026664
144,-17.646605951685135
145,-20.240899678088933
146,-19.616189746202508
147,-14.02849142496669
148,-21.00007155165163
149,-16.73502276368032
150,-17.184277262626555
151,-4.337957968854031
152,-9.947486499266002
153,-25.563372070259284
154,0.22216311020018542
155,-18.297491579591323
156,-6.7013777561811
157,-18.608923948431396
158,2741.4016674981085
159,-9.17203283987183
160,-5.523294499789148
161,-5.879775765176161
162,1430.76698125711
163,-12.324209742976368
164,72.3857875251355
165,1971.4871064300125
166,-24.332894945018918
167,-18.097699986432442
168,-8.913184838652592
169,-11.093752519792563
170,-14.490253409168611
171,-13.928133643110872
172,11.482208474667257
173,-14.23393408639587
174,24.909245806730073
175,-12.223934008206585
176,2489.5122574552593
177,-19.886013370158487
178,92.66544180916806
179,-17.810041259265237
180,-7.639302472660544
181,331.72033048350426
182,-12.387982843109006
183,-20.167577121536134
184,-6.690336386790625
185,-11.646032538528576
186,-19.602085868851347
187,27.880795064025754
188,1315.991443557832
189,5.407921652302301
190,-22.6136515116297
191,0.41255508045196737
192,-5.905956652966774
193,-10.843654607096413
194,-34.055836962882275
195,411.52330991011223
196,-24.11224917361324
197,-13.737598235946347
198,26.151836927522744
199,-23.47219502851198
200,-26.18578614604709
201,-16.112546569226062
202,85.46427356672508
203,-4.029094396321943
204,535.5890166118794
205,-26.83545840056124
206,-16.01583356065361
207,-14.654462275238739
208,-8.029869156228983
209,-14.017150416943736
210,-22.926605718004513
211,-4.844822567738287
212,442.1767641330897
213,3.192818290489102
214,21.81464418035952
215,-19.34404546680731
216,-26.032298772762424
217,2142.6879929526935
218,-13.984117433362885
219,-12.648661426723304
220,120.92839736179153
221,-23.59485006153055
222,-11.982504184194328
223,-11.02594532194647
224,-14.191743023434102
225,108.0719670357636
226,-18.89035163648701
227,38.264952688538166
228,-7.289484755574961
229,-16.8380910729456
230,21.84214642800581
231,242.74762576584837
232,-17.46578196169034
233,-11.835517165596842
234,-3.5030620316443466
235,-32.366677875060724
236,-12.377642885239776
237,5195.486952530958
238,-24.06150072424846
239,-25.06189340941495
240,-15.3366273917316
241,-16.317244799119948
242,-15.247459943689602
243,-6.135088575071391
244,18.87006877389014
245,6.289970636016968
246,36.21260649017401
247,-22.79656285038717
248,-17.072880450883922
249,-21.441685696520864
250,14.268139747195061
251,-10.976907177031102
252,202.15407725998884
253,-34.055836962882275
254,-6.671620084876949
255,-18.280072867009288
256,-14.83068865305329
257,-25.61177459161534
258,-5.576954770404547
259,-17.031877054926266
260,734.4341694063783
261,1346.3808100471924
262,-7.396928405751261
263,5.876492973104398
264,-26.67704064007902
265,-22.453518772680475
266,-23.11446347283401
267,-7.953066501560253
268,-25.58465077242979
269,-15.79084969749731
270,27.368969008580933
271,-11.162992659130554
272,-14.810693854764553
273,-12.889254595308092
274,-13.96347353282896
275,-26.521456564743577
276,75.2460818908849
277,-20.109074962362023
278,-3.8993062904230102
279,-17.30460652122561
280,-14.48605888148143
281,30.763480411888278
282,18.388876574513432
283,-14.118654689458955
284,-4.994125357241945
285,1.3785199514810629
286,-17.49960100155351
287,-11.628677289215648
288,-25.63200715325261
289,7.71591597027478
290,-17.397526645200404
291,-3.6478124306577024
292,-17.156006549387772
293,-6.829581722631919
294,-26.053696425960474
295,62.70698834129164
296,-26.044319150408196
297,-19.051406261511925
298,-8.95251914370146
299,3711.787309942789
300,-20.871021072866753
301,90.98205822772624
302,-20.70853926209322
303,1813.4100306193332
304,-21.839090693331688
305,-14.925862891363789
306,-31.027165075037654
307,-17.805522335229576
308,-19.35982535776726
309,-16.0528936420555
310,-14.32558168444957
311,-3.83035389436469
312,-18.540028464616825
313,-28.615920248773616
314,-20.07431985010214
315,-8.38610975574124
316,-17.402157087429696
317,76.5397289021543
318,1122.0479782432965
319,-17.641641578957437
320,-5.084069364577273
321,42.5691918317353
322,-5.647744602007821
323,2.2946225851951954
324,-5.532235453900996
325,-16.340273438783473
326,-16.665134641612973
327,-12.361958082960205
328,6.01054800540132
329,-4.618678557993229
330,666.4587945427596
331,-12.361159520741321
332,-10.93926391794647
333,-10.458535159489262
334,-22.776658559834388
335,-20.44299103104755
336,-20.937719604566592
337,-20.745423513342672
338,-15.854306446535855
339,139.65434552851377
340,-12.885583226579438
341,20.634725927974692
342,612.1866096645919
343,-13.420013097718877
344,-15.391102535933744
345,374.37586072602136
346,-11.173461539014218
347,30.14516562816728
348,-9.192630506122425
349,-24.483263850436455
350,2.197001036359303
351,-23.165993338027246
352,637.3074814380305
353,-5.069153859420908
354,-12.10332347718454
355,-30.078829618057586
356,-24.350153275029072
357,-17.223960765397774
358,740.3469105504327
359,-15.153356319180517
360,-20.868933053199694
361,-10.868043674831352
362,734.2474593799942
363,-14.371969440342324
364,-23.853492589394005
365,-26.390313346459212
366,76.72693920127536
367,-26.21109436150474
368,-12.365825844407672
369,-13.141085426661416
370,-7.328164309056885
371,21.736439272619947
372,141.07064432337523
373,-2.4936960360967273
374,-23.44001705707969
375,-20.315359384946785
376,-11.691707032775303
377,1546.1251057144748
378,677.0851091773811
379,-17.820971625109884
380,-7.4295918102121234
381,-18.939585977649177
382,-14.391691328482038
383,-1.6378425577083944
384,-20.285571151931297
385,-17.23883279518078
386,5.032423563972763
387,-19.70232262789793
388,358.83417398162817
389,-19.75456773036511
390,33.79217732221248
391,2.889689182052486
392,5.651706571914435
393,-14.660248401551156
394,83.78468186763878
395,1.209960099543313
396,-22.916361810035426
397,-17.643804869746518
398,-31.48948706082688
399,-17.40417015317943
400,-6.432459397700435
401,-6.690336386790625
402,-26.122791640983653
403,-24.92539032226025
404,126.65212091371397
405,-16.288790751173416
406,-22.183666311584332
407,-18.65980430662397
408,-24.782306512080304
409,-13.843806409503024
410,-20.389745109309647
411,-22.623060544745428
412,19.639623094141964
413,-24.82132510201955
414,622.0475827015525
415,-5.061685252158372
416,0.9084697185068499
417,741.4495345004173
418,-10.821970812169464
419,3401.423573626082
420,-24.41307391215865
421,477.7366849243694
422,-24.72223045852288
423,-5.98360868674924
424,-21.29728985365067
425,-11.044099616005976
426,-8.667501324551328
427,22.66444783463119
428,4121.826303616571
429,-17.625401130432188
430,-19.34402004452243
431,4.6933608968341005
432,-11.937786307669855
433,-18.826210741812876
434,-18.416845006492633
435,-14.526732507742691
436,10.946840407853017
437,-15.673998399518608
438,1914.598749279605
439,-19.133740996375142
440,-23.910257482555526
441,-0.43949111540092534
442,-14.825278330755681
443,-14.422015226672839
444,38.541896762345075
445,21.65932255377982
446,-10.405115665734826
447,-24.53024481818572
448,0.14160392220285317
449,-17.13352021838375
450,-13.274454384691884
451,-4.87616873347461
452,-14.688203381754686
453,709.997210653054
454,-11.320656075105724
455,103.06997929129764
456,826.5115554706337
457,-1.3727756991626912
458,-22.426790474181335
459,-27.378300864107196
460,-0.7290220342935279
461,-19.923435256788817
462,779.9236930765248
463,-10.755114870501583
464,3118.481174689023
465,-19.12304709476706
466,-10.961140932850586
467,-16.620694798316645
468,43.87640626564269
469,1097.6743154872393
470,-23.403636362272437
471,-19.184467021463178
472,-13.016221799652381
473,-13.852926747260858
474,-22.041766352145952
475,2987.149585314895
476,-6.855598560783232
477,-15.353513312853622
478,-11.435626549103903
479,2.667722394564749
480,-28.24022338970537
481,3388.9797625287247
482,13.959368827110776
483,-13.614226730453266
484,-24.872011646812396
485,-15.145534118367017
486,76.39448551907657
487,-22.561300370935758
488,-13.85913202654764
489,6460.40057390799
490,-24.46691146476919
491,-4.103016415889383
492,-25.835640401921275
493,-18.699881049707564
494,-12.65574819108729
495,-23.9212917591383
496,34.697900411838326
497,-12.74589965852887
498,-10.71973334844175
499,-14.872195084259346
500,-4.566722985112209
501,-6.202966549792075
502,-19.1998506271474
503,37.18862747560202
504,-22.341032965021565
505,-21.904969025112052
506,-23.363324850735182
507,-18.91692440435899
508,-10.818664814481144
509,112.78214572995256
510,-15.911965861391069
511,2563.5187182479076
512,480.07574533879983
513,-17.830814475456968
514,-5.372417304452014
515,-3.2744196114456408
516,88.99468713736958
517,-21.313881227972434
518,-2.440874477130311
519,-9.010771915899287
520,-7.6060564861565005
521,-24.1211233305612
522,-30.325332840056497
523,-22.66395387247321
524,-27.806171164080645
525,777.5800878361836
526,590.9129589394126
527,-0.8544931422870298
528,-18.503737791194002
529,-26.635449842854843
530,3.945474442886146
531,2300.0866395585103
